x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
2.737581242889954e8,29.09027491023432,4.895915924425147,0.028727331973749097,0.31605283427382075,80.96861858835783,0.019173613077664277,2.8486858812548703e-10,1.1621680429176261e-10,6.536204039434456e-10,1.3972763702258885e-10,1.0797749400538792e-8
2.199955589657038e8,29.084365672019604,4.893862973704303,0.022598537740448725,0.315013853831413,81.19261744634133,0.012800150520438348,2.84863083515076e-10,1.1069917085838238e-10,3.501504378928227e-10,7.903364960438334e-11,1.0797744731826596e-8
1.9965878930239394e8,29.0787076070739,4.891869105522879,0.018280637969252906,0.3143291134404097,81.40709414630302,0.008356318067995052,2.8486101363261617e-10,1.0862910934923918e-10,2.362969429906108e-10,5.626294259709828e-11,1.0797742548383047e-8
2.030697906659394e8,29.07116242590435,4.888920754459799,0.028449565262516664,0.3166013751744893,81.69309377694256,0.009398969484009572,2.848613664219918e-10,1.0893669792333896e-10,2.532144108368018e-10,5.964641694283434e-11,1.0797741830255981e-8
2.043433927755469e8,29.06376686052386,4.886056935570473,0.036982504102361445,0.31854170939804766,81.9734233459551,0.009858816061249632,2.848615137321905e-10,1.0902816643009298e-10,2.582454124787539e-10,6.065262546484499e-11,1.0797741663345141e-8
1.9269627209981385e8,29.058881540532592,4.884384627192562,0.030544744398168074,0.3174085728842492,82.15860975391796,0.0021966023206004166,2.848604152766639e-10,1.079476855702925e-10,1.9881861525610859e-10,4.876727778645741e-11,1.0797741290775699e-8
2.0659816556118518e8,29.048900534925394,4.88031897987,0.05310101569216782,0.3222352864400522,82.53693315234598,0.013310733387533035,2.848616012185046e-10,1.0911877203094884e-10,2.6322841746377276e-10,6.164924191306367e-11,1.0797740775614994e-8
2.1369249284219733e8,29.039884866080783,4.876725977583864,0.06910560854082395,0.3257211575705012,82.87866910553765,0.019909247654687896,2.848620863328645e-10,1.0964082122389486e-10,2.919411618418958e-10,6.73917878084524e-11,1.0797740169857682e-8
2.254163791423608e8,29.02930672949105,4.872436044382693,0.09196849357640417,0.330628069666307,83.27962692929617,0.03296859887864173,2.848628979545894e-10,1.1042499338644689e-10,3.3507022190782985e-10,7.601759880198398e-11,1.0797740772027005e-8
2.3144200902060866e8,29.019884948291242,4.8686885664583,0.10828855264870074,0.3341898724183139,83.636756545384,0.039713978926482964,2.848631757283972e-10,1.1073221662311129e-10,3.5196720776914807e-10,7.939698092812448e-11,1.079774113870303e-8
2.2783881357826343e8,29.01306205176053,4.866108376787763,0.11275661213982217,0.33529914070174693,83.89538082981916,0.032272072798540635,2.8486292785367916e-10,1.1047532783690274e-10,3.378378983816142e-10,7.657113210819771e-11,1.0797740483688253e-8
2.2422621105377662e8,29.006334377722823,4.863562373643781,0.11726245498683463,0.3364129501170617,84.15039578031097,0.024529543605480757,2.8486264289906767e-10,1.1027268132414234e-10,3.266923847336812e-10,7.434203977118664e-11,1.0797739622774653e-8
2.3959831642409742e8,28.994010304204682,4.858601980452109,0.1418307484032246,0.34171612128928613,84.61753219930135,0.04998005634811069,2.8486331792887493e-10,1.1077174262432171e-10,3.5414078107713825e-10,7.983170399313278e-11,1.0797740110052566e-8
2.4958876980214432e8,28.98300164982706,4.854236891601299,0.16015338114267855,0.3457285959479211,85.0348122487221,0.06519751280203774,2.8486369350169075e-10,1.1098347918107663e-10,3.6578711810814377e-10,8.216097271998984e-11,1.0797738904756748e-8
2.3776217156568506e8,28.978244615956378,4.8524747454526,0.16124355368456694,0.3460969868044819,85.21513204571114,0.038811319655437354,2.848633443755919e-10,1.1074452352682118e-10,3.5264457708097295e-10,7.953244488204817e-11,1.0797739921753543e-8
2.4603174415117225e8,28.967756248597883,4.84836694270645,0.17589603960275657,0.3493589808436707,85.61269053745121,0.051993231447315554,2.848635573629589e-10,1.1081239582877893e-10,3.5637789331095964e-10,8.027908708942884e-11,1.0797740264264264e-8
2.3609055859197378e8,28.962386470022814,4.84629018326696,0.18194843073157138,0.35073916667152194,85.81623292726613,0.029550996323463516,2.8486340775956955e-10,1.1077503849085322e-10,3.543237379713943e-10,7.986827589154147e-11,1.0797741468874211e-8
2.2598700154006714e8,28.957197530320812,4.844253363591757,0.18944729010819097,0.35240293892379115,86.01291966565556,0.00822464099617097,2.8486339672490413e-10,1.1080238645370276e-10,3.558269356332823e-10,8.016890994200229e-11,1.0797748232236187e-8
2.3841622240925008e8,28.945682724997333,4.839827565685685,0.20091170735703678,0.35505976195641314,86.44938674600004,0.030995275534757838,2.8486345928008646e-10,1.1071516530515604e-10,3.510306467525041e-10,7.920963225350228e-11,1.079774898561707e-8
2.2690815631195262e8,28.940832210567976,4.837853053466677,0.21180221451851505,0.3573911641737187,86.63324532488419,0.007299692937376635,2.848635881324883e-10,1.1086387120399861e-10,3.592083424057525e-10,8.084519000642966e-11,1.0797754787754284e-8
2.3334317564729962e8,28.9310052167686,4.834089598254204,0.22083506607939846,0.3595083313449132,87.0057413152167,0.018470087648696412,2.8486348350094245e-10,1.1076983652211687e-10,3.540363704222933e-10,7.981076844644738e-11,1.079775374755642e-8
2.307978563663147e8,28.92364911737667,4.831189856597183,0.23213888732686788,0.36200160597691033,87.28457286323153,0.012494857807141269,2.848635628686067e-10,1.1083238662689246e-10,3.574760354647074e-10,8.049871496051707e-11,1.079775676227911e-8
2.2769304605487958e8,28.916499489936157,4.828354879278265,0.24404098554319917,0.36460800027205154,87.55557924214787,0.005950336531622325,2.8486360043988384e-10,1.1091329300622818e-10,3.6192547080327715e-10,8.138862032636112e-11,1.0797759014240352e-8
2.26174760596516e8,28.90894449900213,4.825382484809052,0.25533512097958155,0.3671056316438004,87.84194828706562,0.0026578253282264265,2.8486360043543625e-10,1.1095979495873199e-10,3.6448351130957057e-10,8.190021989258852e-11,1.0797759437377254e-8
2.2389588744606844e8,28.901646921135878,4.822491455013578,0.26733966160880784,0.3697371821925838,88.11856209491033,-0.0017119023601402028,2.8486366725806377e-10,1.1102880623098562e-10,3.6827928204622904e-10,8.265934752363383e-11,1.0797759577304314e-8
2.4277076619304505e8,28.88800660382699,4.81760047907603,0.26156241600480423,0.3690128747854027,88.63561680025764,0.029996364612099577,2.848629550776403e-10,1.1047793865454493e-10,3.3798258186717667e-10,7.660002338230635e-11,1.0797758146836474e-8
2.4558287966680267e8,28.87883698178466,4.8140894558913505,0.26995381419922926,0.3709809894689591,88.9831947811407,0.03285356971835972,2.8486281010810324e-10,1.1042365424089034e-10,3.34996501617107e-10,7.600283787985572e-11,1.0797759796697481e-8
2.4136429266978464e8,28.871730784327248,4.81119393987924,0.28606076558122895,0.37442698048902134,89.25255256926619,0.02420083835630895,2.848630311954413e-10,1.1060162970245814e-10,3.4478462317052097e-10,7.796046813500087e-11,1.0797761145902782e-8
2.5569118147724494e8,28.85901958227139,4.806653409742035,0.2797270621737821,0.37356202813351286,89.73438653355946,0.045217808853794804,2.848623095393837e-10,1.1013839435729154e-10,3.193068273885322e-10,7.286487292360737e-11,1.0797758933745e-8
2.5527301581496185e8,28.85053422658622,4.803313701214706,0.2924807029930165,0.37638093696397407,90.05602747596782,0.04215519191252967,2.848624204619308e-10,1.1021046706161757e-10,3.232709593009677e-10,7.365767874003637e-11,1.0797759797787326e-8
2.5436610872988188e8,28.842185181505844,4.800007515298521,0.3061383742871575,0.3793763599939104,90.372496318725,0.03861586690651906,2.8486256301240347e-10,1.1029883867023071e-10,3.2813053233728455e-10,7.462960896900283e-11,1.0797761395448177e-8
2.6563112772277194e8,28.83005265340844,4.7956624195843895,0.3007134993481757,0.3786748658097156,90.83239504250781,0.05277674869241683,2.848622266010223e-10,1.0992586584792435e-10,3.0761652892709124e-10,7.052681855753108e-11,1.0797760895607962e-8
2.725543936339335e8,28.819023851341996,4.791595936743183,0.30219991942987406,0.3793207480198375,91.25045178042511,0.05975451747953113,2.848620606894577e-10,1.0973243392089081e-10,2.9697667257334306e-10,6.839885282759743e-11,1.079776084970043e-8
2.774478164152658e8,28.808466270251685,4.787638168677909,0.30720149395989277,0.38065475231048185,91.65064676701986,0.06340831043991088,2.8486194098519004e-10,1.0962614043876835e-10,2.9112970498442485e-10,6.722947760993518e-11,1.0797760359921226e-8
2.839548638582191e8,28.797273789871493,4.783503985729047,0.3091143232082906,0.3813910898737517,92.07490595001268,0.0688306490292471,2.8486184204802084e-10,1.0946105743593676e-10,2.820505797716262e-10,6.541368012756423e-11,1.079776062533635e-8
2.8335985385951203e8,28.788161354049002,4.779872587336866,0.3252804399965641,0.3849123017459521,92.42031477073716,0.06486077823679279,2.8486205759552716e-10,1.0958721467395088e-10,2.889893893812896e-10,6.680145386158331e-11,1.0797760327252974e-8
2.7900062823646516e8,28.78022515563015,4.7765238331025515,0.34959895459371576,0.39002685336441306,92.7211292285344,0.0566335774499669,2.8486218169776973e-10,1.0985933860857e-10,3.0395617022884665e-10,6.979483184202437e-11,1.0797760484518895e-8
2.719909789742454e8,28.77321521488545,4.7734035546197235,0.3800098400942659,0.3963306093476053,92.98683817693421,0.04592456300946742,2.8486243602748775e-10,1.1022691300341544e-10,3.2417286224799825e-10,7.383819901619841e-11,1.0797760741487457e-8
2.777398303659778e8,28.76220016633014,4.769341888939263,0.38150814206618766,0.39697843909955854,93.40437116626343,0.05058303475473404,2.848623780280333e-10,1.1006144569690107e-10,3.150715379163701e-10,7.201795811712031e-11,1.0797760115228397e-8
2.8464710944900805e8,28.75064074909171,4.765130382871892,0.38028158671066886,0.39709848620394667,93.84254459035846,0.056183704362809755,2.8486233393376843e-10,1.0985574789654018e-10,3.0375811650760633e-10,6.975526507009656e-11,1.0797759693796385e-8
2.814390566097531e8,28.74228539164418,4.761640380205914,0.4039253379658585,0.40209132951467846,94.1592496020297,0.050457992001187925,2.848623232752967e-10,1.1007299708105409e-10,3.1570719136600356e-10,7.214508701466128e-11,1.0797760874300546e-8
2.759245181776607e8,28.734778227899348,4.758351699813673,0.4335825045470584,0.4082600754960196,94.44380000521576,0.042712420677333496,2.8486235201769205e-10,1.1037609651984686e-10,3.323770538012424e-10,7.547906253043005e-11,1.0797761414259818e-8
2.736166499545282e8,28.72629617547152,4.754855953807087,0.4549857325249533,0.41280885657823274,94.76531303489861,0.03875383910308237,2.848623474181627e-10,1.1053555434835911e-10,3.4114731499131656e-10,7.723312700359957e-11,1.0797758427125606e-8
2.6373308440064853e8,28.720543041859447,4.751986972330435,0.49688908575745344,0.42137140993827643,94.98338456147859,0.02749863835616793,2.848624319381903e-10,1.110017017811708e-10,3.6678544926159063e-10,8.236081171072014e-11,1.0797761194921153e-8
2.5973805905086645e8,28.71295392165927,4.748740407464341,0.5225793703624815,0.42674934620083055,95.27104630142539,0.0226391317270042,2.848624094858413e-10,1.1120825378835741e-10,3.78146111357726e-10,8.463294804953459e-11,1.0797760896647877e-8
2.55741199962341e8,28.705485850069135,4.745537265102811,0.5483200513021905,0.4321335295099716,95.55411411772405,0.018045849124850338,2.848624751546302e-10,1.1140841334413237e-10,3.8915515732136747e-10,8.683481015688598e-11,1.0797762090204213e-8
2.5084911318169257e8,28.698481681223715,4.74245617500052,0.5766947884288095,0.4380298617464432,95.81959376378738,0.01285591886190375,2.848627139043052e-10,1.1164003739984213e-10,4.018956947976465e-10,8.938292882127213e-11,1.0797761019795243e-8
2.4264422093939018e8,28.692923560946223,4.739725121925983,0.6149421851290418,0.4458550395814958,96.03025792762874,0.00488008840781738,2.8486292945550067e-10,1.1200428638480029e-10,4.2192984803340706e-10,9.338977976441475e-11,1.0797757763865296e-8
2.4899519903396907e8,28.681837430274616,4.73577413181253,0.6089162376556697,0.4450002943847249,96.45049424291204,0.010418460819508889,2.848626584475463e-10,1.117457783024306e-10,4.0771204858672063e-10,9.054613923547077e-11,1.0797760784645915e-8
2.504944092522392e8,28.67252004895232,4.732196525718191,0.6179889306929583,0.4471093814113588,96.80368377020865,0.011399927864322045,2.8486267666752354e-10,1.1169893731345753e-10,4.0513676919707407e-10,9.003107685406799e-11,1.0797760547354255e-8
2.4971410823573512e8,28.664103308827084,4.728816808907996,0.6343312609536514,0.450643883041931,97.12271889972553,0.010347917893372832,2.848627438857106e-10,1.117502124023048e-10,4.0795728947429873e-10,9.059517829880675e-11,1.07977601205686e-8
2.412676530227395e8,28.65898009155432,4.7261895277968335,0.6756396893318002,0.4590674719030548,97.3168877834072,0.0027571727183136547,2.8486300832388367e-10,1.1212806112261565e-10,4.287390091212986e-10,9.475154038778051e-11,1.0797753566884566e-8
2.35062069817537e8,28.65316260346096,4.723443264515768,0.7095023353483484,0.4660238864962658,97.53738901590779,-0.002620696631717478,2.8486313860440094e-10,1.1240112019529085e-10,4.437566806717499e-10,9.775511354080894e-11,1.0797754245273039e-8
2.3984291422086135e8,28.642645055997175,4.719652872363666,0.7061101183741358,0.4656778833738432,97.936066580412,0.0013885690617039545,2.848631152623908e-10,1.1219366367082214e-10,4.323468017336239e-10,9.547314446143849e-11,1.0797763315730617e-8
2.3908465680737644e8,28.634496840235055,4.716381905704786,0.7218749279413824,0.4690883312284681,98.24492730714627,0.0006819925842019702,2.8486295952872314e-10,1.1223091361104286e-10,4.3439597592737357e-10,9.588301337299514e-11,1.0797764314158031e-8
2.369215437046462e8,28.62702918018949,4.71327005646499,0.7426009350218209,0.47346955827477155,98.52798683610133,-0.0011386116982107072,2.8486295214595874e-10,1.123286856293047e-10,4.3977460859706253e-10,9.695869635816842e-11,1.0797763783055223e-8
2.4298986919846347e8,28.615708263484464,4.7092856285260565,0.733687749599177,0.47204476489206104,98.95711989626476,0.0037173074592092474,2.848626288674609e-10,1.1206314848463454e-10,4.2516979397635847e-10,9.403777757045523e-11,1.0797768985068607e-8
