iteration,chain,nn_params[1],nn_params[2],nn_params[3],nn_params[4],nn_params[5],nn_params[6],lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
1001,1,0.5534427297825469,-0.1571872502060153,0.8593154780415957,-0.6327702287181743,-0.1984422636717084,0.9568242726433095,704.3617225582616,1023.0,1.0,0.7849894081657813,704.3617225582616,-701.3200591446363,0.060518595478697534,1.2161065181288677,10.0,0.0,0.000974576729578314,0.000974576729578314
1002,1,0.5667160370719099,-0.15475271953385578,0.845495650326216,-0.6290876128621165,-0.1952120144786391,0.9531639167055094,705.4958982549604,1023.0,1.0,0.6187990129497927,705.4958982549604,-699.8130033878402,-1.0894533213158866,4.440756000547708,10.0,0.0,0.000974576729578314,0.000974576729578314
1003,1,0.5731450778354756,-0.1493642919801352,0.8550537836037646,-0.63978779935772,-0.18956221113899188,0.9542224939819474,706.7333847723625,1023.0,1.0,0.7247419415096968,706.7333847723625,-705.0596053453286,-1.3082185173276457,2.267668726541501,10.0,0.0,0.000974576729578314,0.000974576729578314
1004,1,0.5822895070157521,-0.1429841187249913,0.8523928918378877,-0.6174129875272433,-0.18460976747766994,0.9642796306870157,706.5302261426165,1023.0,1.0,0.804407784401092,706.5302261426165,-703.2830878552829,0.216220295984499,1.0526384988985455,10.0,0.0,0.000974576729578314,0.000974576729578314
1005,1,0.5906220609936694,-0.15260278741625072,0.8506280698825166,-0.6132534885211921,-0.18623637264514978,0.9602370831623579,706.9108622555468,1023.0,1.0,0.6447369724949674,706.9108622555468,-702.455554247214,-0.375266686283112,2.9763355956831674,10.0,0.0,0.000974576729578314,0.000974576729578314
1006,1,0.5919506070742667,-0.14170737830014074,0.8542355774433338,-0.6110463277647117,-0.19311122249947751,0.9521959905174212,707.0138426732522,1023.0,1.0,0.7300420126732439,707.0138426732522,-703.1602930449628,-0.08106533941122507,1.9067402048193571,10.0,0.0,0.000974576729578314,0.000974576729578314
1007,1,0.5898563359125545,-0.13481544014222072,0.8526203452199039,-0.6139359391113325,-0.1982166842952816,0.9674163561684315,706.6283381171278,1023.0,1.0,0.7174221336448415,706.6283381171278,-705.0437176907463,0.33027042993489886,1.4137873666693395,10.0,0.0,0.000974576729578314,0.000974576729578314
1008,1,0.5908579174762687,-0.13197486024305097,0.84933498833229,-0.6015693324055328,-0.182546640482216,0.9601327164386141,705.4877591720963,1023.0,1.0,0.7117816647893089,705.4877591720963,-704.5218887983518,1.2209881746789506,1.253952639523618,10.0,0.0,0.000974576729578314,0.000974576729578314
1009,1,0.5948665521321296,-0.13754139044015926,0.8401410356263099,-0.6153414099201642,-0.1759478505629151,0.9747350837904222,705.7842769553362,1023.0,1.0,0.9691285117600313,705.7842769553362,-703.7936549797859,-0.3632534902410498,0.42965577890311124,10.0,0.0,0.000974576729578314,0.000974576729578314
1010,1,0.5882583885356661,-0.1283220305601499,0.8342120518603667,-0.6243127400588111,-0.1918984713800695,0.9632558414031064,705.8155685868504,1023.0,1.0,0.9712401883957325,705.8155685868504,-704.4311145032882,0.01961742792673249,0.29284017832037534,10.0,0.0,0.000974576729578314,0.000974576729578314
1011,1,0.619194919329921,-0.12040167912620403,0.8532019131325019,-0.6248129672319086,-0.18726399093020593,0.9436957956008569,707.2018998617247,1023.0,1.0,0.9115428228687639,707.2018998617247,-703.320520357059,-1.4443227920447725,-1.5020852215357081,10.0,0.0,0.000974576729578314,0.000974576729578314
1012,1,0.6159321911232395,-0.12337686951485995,0.8630747384463424,-0.6256510389033106,-0.18931823289072994,0.9423554695190418,707.6610133151573,1023.0,1.0,0.8048185587946205,707.6610133151573,-706.786433625707,-0.48498055115874195,1.0963812625346918,10.0,0.0,0.000974576729578314,0.000974576729578314
