x1,x2,x3,x4,x5,x6
1.388522765466743e8,44.98848792539493,9.99121606236683,0.01622543508764852,0.321118748651871,80.52632977218309
1.360447522683887e8,44.979420501198554,9.983092701406907,0.031749507302109736,0.3314994992729799,80.48637258096753
1.5150043354915187e8,44.967973856555695,9.972218956286705,0.05302121079449265,0.34547537068867945,80.44644156336044
1.8487089567440245e8,44.945484486050844,9.955060006803267,0.08697945884803436,0.36728314344885205,80.30935379052293
1.7787447815704894e8,44.92382249254454,9.945804662362393,0.1067231149042403,0.37870827130205137,80.05800292385437
1.8729747568626338e8,44.89785788910967,9.931726242853728,0.1365824690372902,0.3962817993135974,79.8077852837244
1.985369883094739e8,44.86689892568152,9.915858372294524,0.17114081189296135,0.41602549124008714,79.48780060846376
2.0600661292846477e8,44.83451277413237,9.900612025142788,0.20579576410387848,0.4349213698326805,79.11646778293115
2.1084273617475092e8,44.80238505732908,9.88612554616339,0.24024154456901275,0.4528489403623162,78.72206298779761
2.196600283945748e8,44.76531339680044,9.868953691252871,0.28176476172760134,0.474138020052761,78.2630981235595
2.2004199057768464e8,44.73625461028418,9.856558088150175,0.31469654360194277,0.4894806863337494,77.85301939445147
2.2669279201120785e8,44.70047954403302,9.8399470350204,0.3579563611142045,0.5100686113958366,77.3748328326413
2.3829092364172164e8,44.65699744817207,9.8191760330961,0.4125302036454424,0.5358845089557066,76.78629832956742
2.389467639365381e8,44.628816976782616,9.80644984340826,0.45122507892137614,0.5517751367828103,76.32501545943094
2.40717494783538e8,44.600603279276754,9.792958919773366,0.4927180800709127,0.5685940491914546,75.86585123616935
2.4538370972090256e8,44.56887993213172,9.776950219675802,0.5415067074455985,0.5885527502768093,75.3612429115787
2.4744727372046682e8,44.54300714666866,9.763306801573856,0.5862034458025871,0.6055929043084579,74.91436154580704
2.476311358355477e8,44.52243436124835,9.751637478947663,0.6271598405531316,0.6201711994447501,74.53130829122259
2.4194302826178095e8,44.51554732421453,9.746330824737784,0.652581191224272,0.6267917952921789,74.329598288216
2.4090628169412544e8,44.50175520994592,9.736657019948899,0.6890710872063984,0.6388396024870805,74.06361573775654
2.3721219733659807e8,44.495548591460285,9.730327402148514,0.7172405942379594,0.6467335461350456,73.90636403004635
2.3774561503534418e8,44.48238946732829,9.71960920846746,0.7573333276137515,0.6601552964064962,73.67349367747565
2.3500755997282085e8,44.47810627584176,9.713079719436376,0.7867962975731535,0.6683917025331968,73.56262504984628
2.31314728866613e8,44.47785153253287,9.708235052320958,0.8118021265717608,0.6746036028147568,73.52034585797537
2.324284822489412e8,44.468582457878256,9.697775836011498,0.8527273424754613,0.6879481388012789,73.37249529571217
2.3515732794639805e8,44.45709707514283,9.685361895852767,0.9001659261434126,0.7038060818456834,73.1953838926507
2.3940021334026426e8,44.4435692717205,9.670947617841597,0.9546110019869006,0.7222173743520377,72.9865271831097
